-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2023 through 12/31/2024 in LST
Location: latitude  13.1799   longitude 79.7856 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 48.95 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DNI      CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (kW-hr/m^2/day) 
ALLSKY_KT              CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,ALLSKY_KT,T2M,RH2M,WS10M,PRECTOTCORR
2023,11,2,4.117,1.0085,2.7235,0.46,27.78,82.65,3.41,5.84
2023,11,3,3.9804,1.0699,2.4828,0.44,26.99,88.05,2.43,18.86
2023,11,4,3.7622,0.7476,2.4473,0.42,26.95,86.19,3.05,24.68
2023,11,5,3.9192,1.5823,2.2817,0.44,26.7,85.35,1.78,9.19
2023,11,6,3.6706,0.8455,2.2291,0.41,27.14,83.1,1.9,8.74
2023,11,7,3.678,1.4364,2.2123,0.42,26.96,85.91,3.03,4.44
2023,11,8,3.9151,0.9941,2.4014,0.44,26.76,86.15,2.75,5.75
2023,11,9,3.6238,0.7594,2.3676,0.41,26.59,87.36,2.72,12.07
2023,11,10,4.7047,2.7828,2.2944,0.54,27.06,83.34,4.02,1.73
2023,11,11,5.1122,3.4459,2.5217,0.59,26.6,78.08,4.46,0.01
2023,11,12,4.4198,1.5576,2.5541,0.51,26.87,75.52,4.83,0.03
2023,11,13,3.912,0.7248,2.5022,0.45,27.06,81.36,5.47,5.77
2023,11,14,1.5158,0.0478,1.1578,0.18,26.14,88.39,5.38,40.48
2023,11,15,2.3299,0.0185,1.8449,0.27,26.13,90.77,5.64,10.98
2023,11,16,4.6997,2.8327,2.5416,0.55,26.8,84.68,4.61,3.49
2023,11,17,3.9089,2.5553,1.9858,0.46,26.74,85.04,4.28,0.9
2023,11,18,5.1012,4.7875,1.8487,0.6,27.01,84.42,5.13,0.76
2023,11,19,4.7707,3.5642,2.2308,0.56,27.0,84.85,5.13,0.38
2023,11,20,2.1,0.847,1.3006,0.25,26.57,90.63,5.46,18.5
2023,11,21,2.4902,0.7961,1.6781,0.29,27.01,86.09,3.6,14.95
2023,11,22,3.2647,0.5916,2.2987,0.39,26.8,85.57,2.9,11.15
2023,11,23,3.3382,0.6643,2.1331,0.4,26.93,86.25,1.8,11.14
2023,11,24,3.5436,1.757,1.9846,0.42,26.66,89.94,3.52,14.33
2023,11,25,3.3984,2.1624,1.7398,0.41,26.91,86.08,4.77,11.86
2023,11,26,3.8856,1.9219,2.208,0.47,26.71,85.85,5.02,7.68
2023,11,27,2.5176,0.5275,1.6054,0.3,26.82,86.53,3.99,18.5
2023,11,28,3.9084,2.2493,2.0484,0.47,26.89,85.59,4.33,14.1
2023,11,29,2.5289,0.3197,1.9454,0.31,26.36,87.08,3.8,45.11
2023,11,30,2.9088,0.6557,2.1142,0.35,26.02,88.69,3.75,19.95
2023,12,1,3.3132,1.157,2.0808,0.4,26.32,86.66,5.04,13.28
2023,12,2,2.1254,0.264,1.549,0.26,26.38,88.14,6.97,35.1
2023,12,3,1.4136,0.1078,1.0774,0.17,26.28,90.4,8.93,50.09
2023,12,4,0.486,0.2866,0.2959,0.06,24.8,89.68,14.75,187.88
2023,12,5,2.3083,0.3514,1.7251,0.28,25.84,86.3,5.96,2.58
2023,12,6,4.3632,3.5633,1.9721,0.53,27.07,87.78,2.22,1.83
2023,12,7,3.5714,1.1707,2.1818,0.44,27.07,87.08,2.14,1.35
2023,12,8,3.8873,1.8936,2.3006,0.48,26.38,89.08,3.92,0.69
2023,12,9,3.8033,1.9466,2.1396,0.47,26.1,86.13,4.65,0.34
2023,12,10,3.3386,1.7645,1.8473,0.41,25.51,84.14,4.44,0.07
2023,12,11,3.7769,1.9385,2.0962,0.47,25.1,84.5,4.22,0.08
2023,12,12,4.584,3.504,2.1725,0.57,24.49,81.09,4.08,0.12
2023,12,13,4.5564,3.2556,2.183,0.56,24.29,77.51,4.57,0.02
2023,12,14,3.3434,1.5295,1.8528,0.41,24.53,80.25,5.24,0.03
2023,12,15,1.0922,0.1766,0.8186,0.13,25.18,88.2,5.7,7.0
2023,12,16,2.0107,0.7498,1.4635,0.25,25.99,86.69,5.83,1.85
2023,12,17,3.2698,0.7284,2.2594,0.4,25.5,83.44,5.47,0.13
2023,12,18,3.4178,1.1484,2.1782,0.42,25.15,81.4,5.69,0.04
2023,12,19,4.1568,2.118,2.4137,0.51,24.75,81.44,5.58,0.01
2023,12,20,3.4649,1.417,2.0902,0.43,24.69,82.83,5.31,0.01
2023,12,21,3.0965,1.2444,1.9008,0.38,24.69,83.89,4.66,0.02
2023,12,22,4.254,2.5027,2.2994,0.53,24.23,80.25,3.69,0.0
2023,12,23,4.4827,2.3045,2.64,0.55,23.75,77.38,3.47,0.0
2023,12,24,3.857,2.6134,1.9752,0.48,24.62,84.37,5.4,0.01
2023,12,25,4.1645,2.5766,2.3035,0.51,25.17,85.29,5.39,0.02
2023,12,26,4.8468,4.2209,2.0381,0.6,24.53,82.05,4.65,0.0
2023,12,27,5.1617,5.3551,1.7839,0.64,24.45,80.46,5.21,0.02
2023,12,28,4.5038,4.073,1.9543,0.56,25.1,84.87,5.2,0.15
2023,12,29,4.217,3.0466,2.1266,0.52,25.2,84.25,5.25,0.21
2023,12,30,4.585,2.9052,2.377,0.56,24.34,80.46,4.36,0.01
2023,12,31,4.5518,2.8958,2.4672,0.56,24.46,77.83,3.85,0.01
2024,1,1,4.6606,3.7843,2.0808,0.57,24.34,77.47,3.59,0.23
2024,1,2,3.978,1.9973,2.274,0.49,24.28,77.42,3.94,0.04
2024,1,3,3.359,1.152,2.0234,0.41,24.57,81.63,4.18,1.01
2024,1,4,3.1546,1.097,1.8883,0.39,25.06,80.49,3.94,2.55
2024,1,5,3.1342,1.6795,1.6956,0.38,25.03,80.22,4.33,1.07
2024,1,6,2.736,1.5833,1.6116,0.33,25.18,81.29,5.05,2.85
2024,1,7,2.6822,0.8172,1.7249,0.33,24.68,87.52,6.51,40.16
2024,1,8,1.2835,0.1673,0.9139,0.16,25.39,83.75,5.71,8.1
2024,1,9,3.762,1.5166,2.257,0.46,25.29,80.62,5.4,0.68
2024,1,10,4.6183,3.0264,2.3182,0.56,24.91,79.34,4.51,0.02
2024,1,11,5.3789,5.4048,1.9061,0.65,24.61,80.75,4.51,0.0
2024,1,12,4.7333,3.4757,2.3194,0.57,25.09,81.21,4.18,0.0
2024,1,13,4.1558,2.1703,2.3825,0.5,24.89,83.2,3.68,0.0
2024,1,14,4.711,3.3072,2.477,0.56,24.31,83.35,3.16,0.0
2024,1,15,4.8955,3.5918,2.3978,0.59,24.4,80.62,2.75,0.0
2024,1,16,4.7201,2.9808,2.5073,0.56,23.97,75.78,2.88,0.0
2024,1,17,5.5061,5.6806,1.6745,0.65,24.11,74.92,2.21,0.0
2024,1,18,5.1924,4.187,2.4022,0.62,24.49,76.36,2.35,0.0
2024,1,19,5.0921,3.7298,2.466,0.6,25.01,81.61,3.06,0.01
2024,1,20,5.5294,5.0748,2.0539,0.65,24.89,81.47,3.74,0.0
2024,1,21,5.6086,5.6292,1.866,0.66,24.68,78.16,2.82,0.0
2024,1,22,5.4972,5.0722,2.0035,0.64,24.93,78.55,2.76,0.0
2024,1,23,4.9685,3.288,2.532,0.58,24.96,79.42,3.12,0.0
2024,1,24,5.4905,4.517,2.3414,0.64,25.06,77.54,3.09,0.0
2024,1,25,5.2745,3.845,2.4437,0.61,25.07,76.96,3.06,0.0
2024,1,26,4.9992,3.8628,2.3304,0.58,24.64,79.5,3.73,0.02
2024,1,27,4.77,3.27,2.3678,0.55,24.82,82.07,4.4,0.05
2024,1,28,4.5842,2.1312,2.6146,0.53,24.73,80.17,4.43,0.0
2024,1,29,5.3498,3.8693,2.5279,0.61,24.16,75.11,4.52,0.0
2024,1,30,5.7377,5.5382,2.2445,0.65,24.13,80.26,3.29,0.0
2024,1,31,5.8423,5.7449,1.8943,0.66,25.19,78.98,2.81,0.0
2024,2,1,4.6061,2.2963,2.5958,0.52,26.1,80.4,2.3,0.02
2024,2,2,4.7244,2.4194,2.5728,0.53,26.56,79.65,2.86,0.02
2024,2,3,5.5198,4.0286,2.5435,0.62,26.23,77.72,3.21,0.0
2024,2,4,5.9134,5.5358,1.9764,0.66,25.56,76.29,3.25,0.0
2024,2,5,5.9806,5.5308,2.0566,0.67,25.42,77.48,3.34,0.0
2024,2,6,6.1339,6.0754,1.8163,0.68,25.28,77.52,2.96,0.0
2024,2,7,6.3274,7.0339,1.4338,0.7,25.35,75.18,2.58,0.0
2024,2,8,5.7658,4.7268,2.4514,0.64,25.48,77.01,2.52,0.0
2024,2,9,5.8454,4.6966,2.3412,0.64,25.84,78.03,2.58,0.0
2024,2,10,5.2118,2.6412,2.8915,0.57,26.17,78.56,4.01,0.0
2024,2,11,5.8303,4.5096,2.4612,0.64,25.8,75.23,4.4,0.0
2024,2,12,6.1829,5.9621,2.1578,0.67,25.5,73.01,4.33,0.0
2024,2,13,5.6242,3.865,2.761,0.61,26.01,78.03,4.21,0.0
2024,2,14,6.1428,5.5966,2.1763,0.67,26.1,74.59,4.29,0.0
2024,2,15,6.33,5.7631,2.0738,0.68,25.65,73.76,4.21,0.0
2024,2,16,6.2849,5.7235,2.1156,0.68,25.85,74.93,4.64,0.0
2024,2,17,6.7522,7.8619,1.2862,0.72,25.81,74.64,4.19,0.0
2024,2,18,6.8076,7.6654,1.3476,0.73,25.97,71.31,2.96,0.0
2024,2,19,6.311,5.6066,2.233,0.67,26.67,70.53,3.11,0.0
2024,2,20,6.4711,6.2736,1.8708,0.69,26.95,68.57,2.78,0.0
2024,2,21,6.1764,5.3429,2.1994,0.65,26.98,70.2,3.45,0.0
2024,2,22,5.6239,3.5287,2.6107,0.59,27.77,72.86,4.33,0.0
2024,2,23,5.8274,4.3054,2.4991,0.61,28.41,76.63,4.65,0.01
2024,2,24,4.8202,1.9022,2.6426,0.51,28.0,75.11,4.05,0.0
2024,2,25,5.8918,3.8357,2.8978,0.62,27.35,74.06,3.73,0.0
2024,2,26,5.3566,2.1242,3.0458,0.56,27.31,72.45,4.9,0.0
2024,2,27,5.7581,2.5932,3.1032,0.6,27.15,72.99,4.66,0.0
2024,2,28,6.9247,7.1518,1.8062,0.72,26.59,70.5,3.88,0.0
2024,2,29,6.8486,6.8803,1.8665,0.71,27.01,68.36,3.02,0.0
2024,3,1,6.5854,5.8025,2.19,0.68,27.48,67.99,3.14,0.0
2024,3,2,6.1018,4.3706,2.8646,0.63,27.65,65.42,2.73,0.0
2024,3,3,6.5398,5.694,2.1221,0.67,27.46,66.14,3.19,0.0
2024,3,4,6.6766,5.8248,2.261,0.68,27.14,66.98,3.2,0.0
2024,3,5,6.571,5.3218,2.2934,0.67,27.56,66.59,2.84,0.0
2024,3,6,6.0432,3.9814,2.8068,0.61,27.74,66.87,2.87,0.0
2024,3,7,6.4044,4.6918,2.5922,0.65,27.87,65.88,3.49,0.0
2024,3,8,6.5422,5.3016,2.4619,0.66,27.96,67.66,4.34,0.0
2024,3,9,6.2426,4.3687,2.9311,0.63,28.49,67.63,3.93,0.0
2024,3,10,6.4147,4.771,2.6261,0.64,28.55,67.62,3.64,0.0
2024,3,11,5.9059,3.4003,3.0732,0.59,28.76,68.19,3.6,0.01
2024,3,12,6.3317,4.3625,2.8985,0.63,28.95,66.64,3.52,0.0
2024,3,13,6.0694,4.0471,3.0677,0.6,29.33,64.06,4.88,0.0
2024,3,14,5.934,3.5222,2.9714,0.59,29.38,62.11,4.58,0.0
2024,3,15,5.9573,3.4555,2.8008,0.59,28.98,65.0,4.22,0.0
2024,3,16,6.3223,4.3519,2.7439,0.63,29.0,69.5,4.43,0.0
2024,3,17,6.5914,5.0734,2.5795,0.65,29.02,65.29,3.87,0.0
2024,3,18,6.7154,5.2438,2.5298,0.66,29.04,63.23,3.55,0.0
2024,3,19,6.6041,4.9034,2.5951,0.65,29.06,62.8,3.88,0.0
2024,3,20,6.6826,5.1202,2.5082,0.65,28.56,67.19,4.22,0.0
2024,3,21,5.1098,1.7719,3.089,0.5,29.23,66.99,4.52,0.02
2024,3,22,6.811,5.4365,2.4696,0.67,29.56,64.87,3.69,0.0
2024,3,23,6.9024,5.6419,2.413,0.67,29.25,64.19,3.62,0.0
2024,3,24,6.642,4.6406,2.6568,0.65,29.34,64.0,4.24,0.0
2024,3,25,6.6391,4.819,2.6611,0.65,29.39,60.89,3.9,0.0
2024,3,26,6.9984,5.7823,2.3023,0.68,29.14,55.98,4.01,0.0
2024,3,27,7.321,6.7639,1.9229,0.71,29.3,53.68,3.64,0.0
2024,3,28,7.0358,5.6842,2.4768,0.68,30.12,56.08,3.2,0.0
2024,3,29,6.8597,5.4389,2.412,0.66,30.39,61.32,4.23,0.0
2024,3,30,7.3032,6.8066,1.8996,0.7,30.17,57.79,4.02,0.0
2024,3,31,7.5427,7.6258,1.632,0.73,30.04,61.77,3.68,0.0
2024,4,1,7.272,6.4015,2.1398,0.7,30.65,64.24,3.46,0.0
2024,4,2,7.2732,6.4846,2.1684,0.7,30.71,63.11,3.64,0.0
2024,4,3,7.2552,6.5714,1.9786,0.69,30.49,66.31,4.81,0.0
2024,4,4,7.3975,6.7843,1.9536,0.71,30.88,61.89,4.14,0.0
2024,4,5,7.3255,6.7181,1.951,0.7,31.29,58.27,3.63,0.0
2024,4,6,6.7241,4.5626,2.8476,0.64,31.85,57.48,4.29,0.0
2024,4,7,6.9674,5.6405,2.3753,0.66,31.75,58.15,4.31,0.0
2024,4,8,7.272,6.4428,2.0741,0.69,30.84,65.34,4.9,0.0
2024,4,9,6.845,4.9435,2.6743,0.65,30.85,63.48,4.26,0.0
2024,4,10,6.5789,4.404,2.6801,0.63,30.95,63.93,3.71,0.0
2024,4,11,7.0529,5.9189,2.4122,0.67,31.41,60.35,3.63,0.03
2024,4,12,6.5566,4.6663,2.7103,0.62,31.39,61.52,4.42,0.05
2024,4,13,6.6286,4.9534,2.603,0.63,31.33,59.2,3.56,0.06
2024,4,14,7.0186,5.5954,2.4607,0.67,31.25,59.78,3.59,0.04
2024,4,15,7.3454,7.0368,1.872,0.7,31.41,58.94,3.19,0.0
2024,4,16,7.1532,6.2218,2.2049,0.68,31.61,59.97,4.01,0.0
2024,4,17,5.8478,2.868,3.0787,0.55,32.22,60.26,5.19,0.0
2024,4,18,6.1428,3.3754,2.9018,0.58,32.5,63.08,5.38,0.0
2024,4,19,6.5563,4.1486,2.9366,0.62,32.59,64.21,5.58,0.0
2024,4,20,5.9153,2.929,3.39,0.56,32.29,65.69,4.89,0.01
2024,4,21,6.881,5.0717,2.6443,0.65,32.18,65.82,4.16,0.01
2024,4,22,7.5137,6.8671,1.9138,0.71,32.05,64.6,4.2,0.0
2024,4,23,7.5146,7.1854,1.8245,0.71,31.95,60.03,4.22,0.0
2024,4,24,7.4738,7.2799,1.812,0.7,32.32,59.06,3.98,0.0
2024,4,25,7.2132,5.9434,2.3203,0.68,32.51,58.56,3.49,0.0
2024,4,26,7.3769,6.5438,2.1485,0.69,32.34,57.77,4.14,0.0
2024,4,27,7.5391,7.2334,1.807,0.71,32.01,56.99,3.52,0.0
2024,4,28,7.3678,6.7692,1.9846,0.69,32.16,57.51,3.78,0.0
2024,4,29,7.5269,7.1208,1.805,0.71,32.14,59.37,3.65,0.0
2024,4,30,7.5233,6.8702,2.0143,0.71,32.17,59.07,4.73,0.0
2024,5,1,6.9636,5.6376,2.2968,0.66,33.78,61.59,5.69,0.01
2024,5,2,5.3911,3.6221,2.1502,0.51,33.83,62.58,6.17,0.01
2024,5,3,5.6506,3.2239,2.5214,0.53,33.53,60.39,6.08,0.03
2024,5,4,5.567,2.8745,2.5932,0.52,33.14,63.57,5.89,0.86
2024,5,5,6.684,4.823,2.6254,0.63,33.5,63.15,6.72,0.29
2024,5,6,6.3218,4.2233,2.7017,0.6,33.43,64.07,6.14,0.64
2024,5,7,6.3996,4.1242,2.663,0.6,32.48,67.03,5.16,2.35
2024,5,8,4.626,2.0381,2.4886,0.44,31.53,67.79,3.26,4.73
2024,5,9,6.0658,3.4793,3.1015,0.57,31.37,67.06,3.94,0.83
2024,5,10,6.4236,3.9602,2.6719,0.61,31.75,65.08,4.3,0.98
2024,5,11,6.2669,4.0802,2.5522,0.59,31.72,66.29,4.25,0.31
2024,5,12,6.487,4.649,2.5262,0.61,31.54,65.15,3.72,0.41
2024,5,13,6.5806,4.71,2.5822,0.62,31.32,65.51,3.27,0.64
2024,5,14,5.897,3.1637,2.7238,0.56,31.12,65.17,2.73,0.59
2024,5,15,4.8883,1.6459,2.8082,0.46,31.48,63.61,3.42,0.4
2024,5,16,3.3739,0.2129,2.5061,0.32,28.92,76.75,2.94,7.7
2024,5,17,4.3015,1.2382,2.6707,0.41,29.78,70.49,3.15,2.99
2024,5,18,6.0874,4.1484,2.4701,0.57,30.2,72.19,3.06,1.74
2024,5,19,5.7821,3.4589,2.5159,0.55,30.71,70.55,2.5,2.76
2024,5,20,5.3203,2.0309,2.9666,0.5,30.12,74.04,2.75,4.13
2024,5,21,5.2546,1.6579,3.3631,0.5,30.2,74.55,2.62,1.98
2024,5,22,5.6503,1.9678,3.3818,0.53,30.97,70.72,2.95,0.73
2024,5,23,5.8193,2.3866,3.2484,0.55,31.09,71.27,2.75,0.34
2024,5,24,5.7758,2.6352,2.9107,0.55,31.75,67.1,3.78,0.03
2024,5,25,3.7006,0.2743,2.6549,0.35,31.53,64.34,4.92,1.18
2024,5,26,4.3344,0.7848,2.9381,0.41,33.33,56.5,3.69,0.05
2024,5,27,5.1451,2.1034,3.2234,0.49,34.14,54.07,4.19,0.01
2024,5,28,6.2616,3.5462,2.9474,0.59,33.79,53.24,3.75,0.01
2024,5,29,5.7746,2.3597,3.3905,0.55,34.6,49.91,3.47,0.01
2024,5,30,6.7366,4.6618,2.7552,0.64,34.53,54.25,3.46,0.26
2024,5,31,6.8585,5.2183,2.5896,0.65,34.06,58.58,4.0,0.29
2024,6,1,5.9407,3.0958,2.9222,0.56,33.33,65.18,3.02,6.81
2024,6,2,5.7283,2.3858,3.1711,0.54,29.65,74.94,3.04,12.36
2024,6,3,3.1306,0.0667,2.359,0.3,29.58,73.79,2.61,1.7
2024,6,4,4.7969,1.7177,2.7252,0.45,30.56,75.36,3.47,5.73
2024,6,5,4.0402,1.2391,2.2606,0.38,29.74,81.18,3.09,22.77
2024,6,6,3.8645,0.163,2.8615,0.37,28.47,85.94,3.46,13.65
2024,6,7,4.1167,0.6605,2.7439,0.39,28.78,77.28,4.17,11.92
2024,6,8,5.5164,2.269,3.0046,0.52,30.3,72.86,5.45,4.97
2024,6,9,5.6342,2.0378,3.4574,0.53,29.9,73.69,5.17,2.93
2024,6,10,5.5594,3.0758,2.6191,0.53,30.54,66.07,5.85,1.81
2024,6,11,4.8658,0.9134,3.421,0.46,29.07,66.51,4.81,4.55
2024,6,12,4.0942,0.1949,3.0926,0.39,28.93,69.65,4.82,6.39
2024,6,13,5.4485,1.9834,3.2042,0.52,30.14,65.37,4.03,1.3
2024,6,14,5.4626,1.9363,3.2923,0.52,29.67,61.42,4.83,0.07
2024,6,15,5.0117,0.7522,3.6506,0.48,30.09,62.99,3.62,0.96
2024,6,16,6.4762,4.6992,2.5488,0.62,30.79,68.94,3.45,6.97
2024,6,17,6.1164,4.0044,2.5102,0.58,29.86,72.78,3.18,13.08
2024,6,18,5.6366,3.3324,2.8303,0.54,29.65,73.75,3.79,36.01
2024,6,19,5.4538,1.6474,3.1879,0.52,28.99,75.37,3.33,5.54
2024,6,20,6.0643,4.4554,3.0799,0.58,29.83,72.24,4.0,2.52
2024,6,21,5.8334,2.85,3.1397,0.56,29.72,69.58,5.59,4.92
2024,6,22,5.0059,1.1045,3.132,0.48,30.01,68.53,4.97,3.38
2024,6,23,6.342,5.0722,2.1826,0.6,29.25,74.27,4.37,2.96
2024,6,24,5.6544,2.713,2.796,0.54,29.67,72.8,4.7,1.01
2024,6,25,5.6326,3.5088,2.5049,0.54,29.23,67.57,5.92,0.63
2024,6,26,3.6773,0.1954,2.7322,0.35,28.91,65.4,6.31,0.66
2024,6,27,3.4368,0.0871,2.5915,0.33,28.09,67.12,4.6,0.07
2024,6,28,5.8879,2.491,3.1186,0.56,29.3,63.67,4.25,0.0
2024,6,29,5.0628,1.0226,3.4685,0.48,29.76,64.76,4.65,0.04
2024,6,30,2.9911,0.1339,2.1857,0.28,29.05,73.1,5.0,17.07
2024,7,1,3.7418,0.0998,2.7926,0.36,29.29,72.12,5.46,2.41
2024,7,2,6.1987,3.4433,3.0223,0.59,30.42,64.9,4.52,0.89
2024,7,3,5.7881,2.748,3.091,0.55,29.93,72.07,3.63,19.5
2024,7,4,4.2761,0.2364,3.1788,0.41,30.04,73.88,3.39,2.61
2024,7,5,5.3609,2.2558,2.7506,0.51,29.45,75.22,3.31,22.96
2024,7,6,2.9119,0.0706,2.1662,0.28,28.28,76.22,4.32,9.82
2024,7,7,5.3885,1.8526,3.035,0.51,28.85,74.79,3.2,11.48
2024,7,8,4.5847,0.3991,3.3086,0.44,29.3,73.46,3.43,2.77
2024,7,9,4.9553,0.6461,3.3758,0.47,28.35,77.08,3.7,3.48
2024,7,10,6.4418,4.9138,2.3158,0.61,28.81,76.83,3.95,4.31
2024,7,11,3.9139,0.2971,2.7989,0.37,28.65,75.74,3.97,17.07
2024,7,12,6.132,3.6727,2.6767,0.58,28.79,76.31,3.89,29.31
2024,7,13,3.3583,0.0425,2.515,0.32,28.81,73.49,3.58,8.48
2024,7,14,3.0581,0.0283,2.2961,0.29,28.79,74.02,5.83,7.89
2024,7,15,2.4802,0.0418,1.8449,0.24,27.74,80.34,5.56,5.31
2024,7,16,4.1081,0.6221,2.8634,0.39,28.61,78.81,6.31,1.88
2024,7,17,3.5582,0.2748,2.423,0.34,28.87,73.91,6.35,1.21
2024,7,18,3.8635,0.0557,2.9016,0.37,28.36,76.66,6.32,4.56
2024,7,19,3.7565,0.0886,2.8186,0.36,28.4,74.5,6.68,0.46
2024,7,20,3.2395,0.059,2.4317,0.31,29.03,74.0,5.52,0.36
2024,7,21,4.1844,0.6646,2.6458,0.4,29.88,71.0,5.82,0.18
2024,7,22,4.1282,0.317,2.8778,0.39,29.76,70.01,5.65,0.02
2024,7,23,4.8617,0.7853,3.4085,0.46,29.69,67.65,5.56,0.66
2024,7,24,3.787,0.2098,2.6846,0.36,29.28,69.45,5.4,0.27
2024,7,25,5.3251,1.8415,2.9328,0.51,29.53,69.27,5.99,0.05
2024,7,26,3.1963,0.1747,2.357,0.3,29.73,67.69,6.3,0.47
2024,7,27,4.8019,0.5076,3.3235,0.46,30.47,63.94,6.71,0.02
2024,7,28,4.3771,0.7238,2.6808,0.42,30.16,65.5,5.84,0.01
2024,7,29,4.7458,0.6348,3.3619,0.45,30.07,69.7,5.12,1.08
2024,7,30,4.8074,1.2804,2.7545,0.46,29.47,72.67,4.71,3.44
2024,7,31,5.4055,2.3546,3.0115,0.51,29.7,72.79,3.7,0.93
2024,8,1,5.2886,1.4698,3.1495,0.5,30.32,71.42,3.21,1.33
2024,8,2,4.0385,0.223,2.989,0.38,29.87,69.3,4.4,3.04
2024,8,3,5.8932,2.9978,3.6216,0.56,29.53,71.76,3.06,4.58
2024,8,4,5.411,3.1894,2.4475,0.52,28.79,77.17,3.19,14.82
2024,8,5,4.2103,0.1714,3.1282,0.4,28.59,77.07,3.16,15.59
2024,8,6,4.8811,1.5058,3.0907,0.46,27.85,83.47,2.78,25.91
2024,8,7,3.1654,0.0552,2.3897,0.3,27.62,83.01,2.44,9.33
2024,8,8,4.7278,1.1854,2.6808,0.45,28.45,80.87,3.01,12.35
2024,8,9,5.6417,2.9978,2.7178,0.54,28.82,79.72,3.1,10.74
2024,8,10,5.1005,1.7551,2.7842,0.49,28.92,81.53,2.69,11.65
2024,8,11,6.1966,3.9408,2.6772,0.59,29.06,81.33,2.11,19.28
2024,8,12,6.1099,4.1297,2.9129,0.58,29.06,83.85,2.58,16.13
2024,8,13,6.3389,3.7152,2.9256,0.6,29.07,82.64,2.43,0.35
2024,8,14,6.6917,5.3786,2.293,0.64,28.85,83.68,2.91,0.63
2024,8,15,5.8937,3.9187,2.5776,0.56,28.86,82.27,2.95,0.6
2024,8,16,5.7751,3.0994,3.7762,0.55,28.96,83.2,3.91,0.24
2024,8,17,6.119,3.6254,2.9506,0.58,28.64,86.35,2.28,0.94
2024,8,18,6.2383,4.6454,2.4012,0.6,28.71,85.42,2.27,1.34
2024,8,19,6.1217,3.3614,3.0235,0.58,28.92,84.86,3.9,0.21
2024,8,20,5.233,2.5668,2.6016,0.5,28.62,85.41,4.06,1.12
2024,8,21,6.3725,4.9558,2.2877,0.61,28.59,81.24,6.79,0.49
2024,8,22,5.923,3.8261,2.6616,0.57,28.01,81.11,5.23,0.04
2024,8,23,6.497,4.4606,2.7463,0.62,28.69,79.15,4.79,0.03
2024,8,24,5.6542,2.3297,3.3254,0.54,28.62,79.36,4.97,0.06
2024,8,25,5.5692,2.6311,2.8774,0.53,28.7,77.48,4.69,0.05
2024,8,26,5.8157,3.522,2.6954,0.56,28.92,77.31,5.02,0.05
2024,8,27,4.3008,0.3336,3.0166,0.41,28.65,76.36,3.11,2.37
2024,8,28,3.2659,0.0163,2.4682,0.31,28.09,78.39,2.67,1.33
2024,8,29,3.8746,0.0696,2.9472,0.37,28.07,79.48,3.73,1.95
2024,8,30,3.1219,0.0766,2.358,0.3,27.91,83.13,3.82,12.54
2024,8,31,2.1775,0.0509,1.6526,0.21,27.7,76.29,5.66,4.11
2024,9,1,4.8391,1.422,2.8526,0.47,28.48,73.65,5.18,0.87
2024,9,2,5.7989,2.9791,2.9407,0.56,28.42,77.05,3.93,8.19
2024,9,3,4.4395,0.4349,3.0943,0.43,28.64,77.75,2.49,5.58
2024,9,4,3.4382,0.0835,2.5968,0.33,28.76,80.19,3.44,1.23
2024,9,5,4.4357,1.6066,2.4842,0.43,28.51,79.38,3.54,3.24
2024,9,6,3.9103,0.1903,2.7874,0.38,28.21,81.4,3.75,3.45
2024,9,7,3.636,0.3365,2.6926,0.35,28.29,79.81,3.76,0.82
2024,9,8,2.8543,0.0305,2.1794,0.28,28.71,76.4,4.13,0.16
2024,9,9,3.6641,0.1834,2.7502,0.36,28.52,77.46,4.34,0.95
2024,9,10,5.9755,3.7147,2.6278,0.58,28.91,77.27,4.8,0.04
2024,9,11,6.109,3.6382,2.9496,0.6,28.77,75.81,3.97,0.04
2024,9,12,6.3365,4.3752,2.6909,0.62,29.1,73.28,3.2,0.01
2024,9,13,6.2275,4.0963,3.0509,0.61,29.73,70.78,2.34,0.01
2024,9,14,6.3521,5.6611,2.6513,0.62,29.85,69.48,2.74,0.02
2024,9,15,6.5153,4.3759,2.6827,0.64,29.8,68.51,3.59,0.01
2024,9,16,6.7682,5.2445,2.395,0.67,29.93,67.6,4.13,0.01
